ds_type,pipeline_base_name,pipeline_category,chunk_size,full_pipeline_name,full_scale_token,chunk_parts,operator_count,full_actual_time,full_pred_time,chunk_actual_time,chunk_pred_time,chunk_actual_abs_error,chunk_pred_abs_error,full_pred_abs_error,chunk_actual_relative_error,chunk_pred_relative_error,full_pred_relative_error,chunk_actual_accuracy,chunk_pred_accuracy,full_pred_accuracy
audio,audio_pipeline_1781071552218,mixed,100,audio_pipeline_1781071552218_8G,8G,852,4,3864.232,1528.8202686309814,6110.418,8478.520883083344,2246.1859999999997,4614.2888830833435,2335.4117313690185,0.58127617596459,1.1941024459927208,0.6043663349842915,41.872382403540996,-19.410244599272076,39.563366501570854
audio,audio_pipeline_1781071552218,mixed,200,audio_pipeline_1781071552218_8G,8G,428,4,3864.232,1528.8202686309814,5090.098000000001,4576.168597459793,1225.866000000001,711.9365974597931,2335.4117313690185,0.31723405841057184,0.18423753994578823,0.6043663349842915,68.27659415894281,81.57624600542118,39.563366501570854
audio,audio_pipeline_1781071552218,mixed,500,audio_pipeline_1781071552218_8G,8G,172,4,3864.232,1528.8202686309814,4430.54,2993.651992082596,566.308,870.5800079174041,2335.4117313690185,0.14655124226495717,0.22529185823144265,0.6043663349842915,85.34487577350428,77.47081417685574,39.563366501570854
audio,audio_pipeline_1781071552218,mixed,1000,audio_pipeline_1781071552218_8G,8G,88,4,3864.232,1528.8202686309814,4286.598,1960.3857417106628,422.366,1903.8462582893371,2335.4117313690185,0.10930140840405027,0.492684253504794,0.6043663349842915,89.06985915959497,50.7315746495206,39.563366501570854
audio,audio_pipeline_1781071552228,filter-heavy,100,audio_pipeline_1781071552228_8G,8G,852,4,2892.0310000000004,1386.9987812042236,4722.846,7900.655563831329,1830.8149999999991,5008.6245638313285,1505.0322187957768,0.6330551090219984,1.7318709805777766,0.5204066688067233,36.694489097800165,-73.18709805777766,47.959333119327674
audio,audio_pipeline_1781071552228,filter-heavy,200,audio_pipeline_1781071552228_8G,8G,428,4,2892.0310000000004,1386.9987812042236,3795.616,4328.584780454636,903.5849999999996,1436.5537804546352,1505.0322187957768,0.3124395969476121,0.4967283478132271,0.5204066688067233,68.7560403052388,50.32716521867729,47.959333119327674
audio,audio_pipeline_1781071552228,filter-heavy,500,audio_pipeline_1781071552228_8G,8G,172,4,2892.0310000000004,1386.9987812042236,3355.197,2483.795769929886,463.1659999999997,408.23523007011454,1505.0322187957768,0.1601525018231131,0.14115866326125637,0.5204066688067233,83.9847498176887,85.88413367387436,47.959333119327674
audio,audio_pipeline_1781071552228,filter-heavy,1000,audio_pipeline_1781071552228_8G,8G,88,4,2892.0310000000004,1386.9987812042236,3128.014,1697.6749577522278,235.98299999999972,1194.3560422477726,1505.0322187957768,0.08159767305398859,0.41298175650529767,0.5204066688067233,91.84023269460114,58.701824349470236,47.959333119327674
audio,audio_pipeline_1781071552263,mapper-heavy,100,audio_pipeline_1781071552263_8G,8G,639,3,5020.214,2093.4436416625977,6831.046,8177.30601644516,1810.8320000000003,3157.09201644516,2926.7703583374023,0.3607081291753699,0.6288759834630875,0.5829971308668122,63.92918708246301,37.11240165369125,41.700286913318784
audio,audio_pipeline_1781071552263,mapper-heavy,200,audio_pipeline_1781071552263_8G,8G,321,3,5020.214,2093.4436416625977,6077.365,5193.396389007568,1057.1509999999998,173.18238900756842,2926.7703583374023,0.21057887173734025,0.034497013276240496,0.5829971308668122,78.94211282626597,96.55029867237594,41.700286913318784
audio,audio_pipeline_1781071552263,mapper-heavy,500,audio_pipeline_1781071552263_8G,8G,129,3,5020.214,2093.4436416625977,5615.635,3098.645733356476,595.4210000000003,1921.568266643524,2926.7703583374023,0.11860470489903424,0.3827662061106407,0.5829971308668122,88.13952951009658,61.723379388935925,41.700286913318784
audio,audio_pipeline_1781071552263,mapper-heavy,1000,audio_pipeline_1781071552263_8G,8G,66,3,5020.214,2093.4436416625977,5484.370000000001,2054.372489929199,464.15600000000086,2965.8415100708007,2926.7703583374023,0.09245741317003635,0.590779897046381,0.5829971308668122,90.75425868299637,40.9220102953619,41.700286913318784
image,image_pipeline_1781071560242,mapper-heavy,100,image_pipeline_1781071560242_8G,8G,3682,7,202.44,243.04808592796326,10660.338,6823.498606860638,10457.898,6621.058606860638,40.60808592796326,51.65924718435092,32.706276461473216,0.20059319268901038,-5065.924718435092,-3170.6276461473217,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,200,image_pipeline_1781071560242_8G,8G,1841,7,202.44,243.04808592796326,7503.132,4556.8838502168655,7300.692,4354.443850216866,40.60808592796326,36.063485477178425,21.509799694807676,0.20059319268901038,-3506.3485477178424,-2050.9799694807675,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,500,image_pipeline_1781071560242_8G,8G,742,7,202.44,243.04808592796326,4349.705,2555.3946883678436,4147.265,2352.9546883678436,40.60808592796326,20.486391029440824,11.62297316917528,0.20059319268901038,-1948.6391029440824,-1062.297316917528,79.94068073109896
image,image_pipeline_1781071560242,mapper-heavy,1000,image_pipeline_1781071560242_8G,8G,371,7,202.44,243.04808592796326,2657.973,1536.9865600466728,2455.533,1334.5465600466728,40.60808592796326,12.129682868998222,6.592306658993642,0.20059319268901038,-1112.9682868998223,-559.2306658993641,79.94068073109896
image,image_pipeline_1781071560252,mixed,100,image_pipeline_1781071560252_8G,8G,4208,8,82.44,91.60030102729797,7320.0509999999995,5551.025764584541,7237.611,5468.585764584542,9.160301027297976,87.7924672489083,66.33413105997747,0.11111476258245968,-8679.246724890829,-6533.413105997746,88.88852374175403
image,image_pipeline_1781071560252,mixed,200,image_pipeline_1781071560252_8G,8G,2104,8,82.44,91.60030102729797,3980.96,2918.1603902578354,3898.52,2835.7203902578353,9.160301027297976,47.289180009704026,34.397384646504555,0.11111476258245968,-4628.918000970402,-3339.7384646504556,88.88852374175403
image,image_pipeline_1781071560252,mixed,500,image_pipeline_1781071560252_8G,8G,848,8,82.44,91.60030102729797,1658.481,1203.137424826622,1576.041,1120.697424826622,9.160301027297976,19.117430858806404,13.594097826620839,0.11111476258245968,-1811.7430858806404,-1259.409782662084,88.88852374175403
image,image_pipeline_1781071560252,mixed,1000,image_pipeline_1781071560252_8G,8G,424,8,82.44,91.60030102729797,995.367,657.6171875447035,912.9269999999999,575.1771875447034,9.160301027297976,11.073835516739447,6.976918820289949,0.11111476258245968,-1007.3835516739446,-597.6918820289949,88.88852374175403
image,image_pipeline_1781071560263,filter-heavy,100,image_pipeline_1781071560263_8G,8G,4208,8,55.565999999999995,57.08144676685333,4903.845,4474.35102981329,4848.279,4418.78502981329,1.5154467668533371,87.25261850772057,79.52318017876561,0.027272914495434928,-8625.261850772056,-7852.3180178765615,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,200,image_pipeline_1781071560263_8G,8G,2104,8,55.565999999999995,57.08144676685333,2440.197,2200.4319394230843,2384.6310000000003,2144.8659394230845,1.5154467668533371,42.915289925494015,38.60033004756658,0.027272914495434928,-4191.528992549402,-3760.033004756658,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,500,image_pipeline_1781071560263_8G,8G,848,8,55.565999999999995,57.08144676685333,1049.777,921.5587369501591,994.211,865.992736950159,1.5154467668533371,17.892434222366198,15.584939296515119,0.027272914495434928,-1689.2434222366198,-1458.493929651512,97.27270855045651
image,image_pipeline_1781071560263,filter-heavy,1000,image_pipeline_1781071560263_8G,8G,424,8,55.565999999999995,57.08144676685333,621.725,575.0019967257977,566.159,519.4359967257976,1.5154467668533371,10.188946478062125,9.348090500050349,0.027272914495434928,-918.8946478062124,-834.8090500050349,97.27270855045651
text,text_pipeline_1781071569367,mapper-heavy,100,text_pipeline_1781071569367_10000,10000,1600,16,38.453,81.46523237228394,2809.3830000000003,5243.067749977112,2770.9300000000003,5204.614749977111,43.01223237228393,72.06017735937378,135.3500312063327,1.1185663634120597,-7106.017735937378,-13435.003120633268,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,200,text_pipeline_1781071569367_10000,10000,800,16,38.453,81.46523237228394,1540.504,2833.6214170455933,1502.051,2795.1684170455933,43.01223237228393,39.06199776350349,72.690516137768,1.1185663634120597,-3806.199776350349,-7169.0516137768,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,500,text_pipeline_1781071569367_10000,10000,320,16,38.453,81.46523237228394,632.426,1202.643268108368,593.9730000000001,1164.190268108368,43.01223237228393,15.446727173432503,30.275668169151114,1.1185663634120597,-1444.6727173432503,-2927.5668169151113,-11.85663634120597
text,text_pipeline_1781071569367,mapper-heavy,1000,text_pipeline_1781071569367_10000,10000,160,16,38.453,81.46523237228394,317.589,632.1076254844666,279.13599999999997,593.6546254844666,43.01223237228393,7.259147530751825,15.438447597962877,1.1185663634120597,-625.9147530751825,-1443.8447597962877,-11.85663634120597
text,text_pipeline_1781071569512,mixed,100,text_pipeline_1781071569512_10000,10000,2000,20,50.555,73.30553543567657,2758.175,4437.007677435875,2707.6200000000003,4386.452677435875,22.750535435676575,53.55790722974979,86.76595148720946,0.450015536261034,-5255.790722974979,-8576.595148720946,54.9984463738966
text,text_pipeline_1781071569512,mixed,200,text_pipeline_1781071569512_10000,10000,1000,20,50.555,73.30553543567657,1379.492,2349.247192978859,1328.937,2298.692192978859,22.750535435676575,26.286954801701114,45.46913644503727,0.450015536261034,-2528.6954801701113,-4446.9136445037275,54.9984463738966
text,text_pipeline_1781071569512,mixed,500,text_pipeline_1781071569512_10000,10000,400,20,50.555,73.30553543567657,567.945,971.6656711101532,517.3900000000001,921.1106711101532,22.750535435676575,10.234200375828308,18.219971735934195,0.450015536261034,-923.4200375828309,-1721.9971735934196,54.9984463738966
text,text_pipeline_1781071569512,mixed,1000,text_pipeline_1781071569512_10000,10000,200,20,50.555,73.30553543567657,296.036,507.7761198282242,245.481,457.2211198282242,22.750535435676575,4.855721491444961,9.04403362334535,0.450015536261034,-385.5721491444961,-804.4033623345349,54.9984463738966
text,text_pipeline_1781071569701,filter-heavy,100,text_pipeline_1781071569701_10000,10000,2300,23,56.175,105.77400124073029,4846.589,6733.582828402519,4790.414,6677.407828402519,49.59900124073029,85.27661771250557,118.86796312243025,0.8829372717530982,-8427.661771250558,-11786.796312243025,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,200,text_pipeline_1781071569701_10000,10000,1150,23,56.175,105.77400124073029,2477.788,3607.0965954065323,2421.613,3550.921595406532,49.59900124073029,43.108375611927016,63.21177739931522,0.8829372717530982,-4210.837561192701,-6221.1777399315215,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,500,text_pipeline_1781071569701_10000,10000,460,23,56.175,105.77400124073029,994.977,1516.2317502498627,938.802,1460.0567502498627,49.59900124073029,16.712096128170895,25.991219408097248,0.8829372717530982,-1571.2096128170895,-2499.121940809725,11.706272824690174
text,text_pipeline_1781071569701,filter-heavy,1000,text_pipeline_1781071569701_10000,10000,230,23,56.175,105.77400124073029,493.17,800.7970373630524,436.995,744.6220373630524,49.59900124073029,7.77917222963952,13.255398973975122,0.8829372717530982,-677.917222963952,-1225.5398973975123,11.706272824690174
